timestamp,contracts,reason,raw_kelly,fractional_kelly,score_ev,win_rate,avg_win,avg_loss,trade_count
2026-09-08 18:06:30.968748,5,kelly_0.170_capped_by_position_limit,0.6795406165302325,0.1698851541325581,0.1545444403568941,0.7391304347826086,59.62127764156882,39.514794299187734,23
2026-09-08 18:07:30.968767,5,kelly_0.141_capped_by_position_limit,0.5654258934974781,0.14135647337436952,0.2457673124081441,0.7083333333333334,59.62127764156882,38.32445077223433,24
2026-09-08 18:08:30.968786,5,kelly_0.119_capped_by_position_limit,0.4750334094497131,0.11875835236242828,0.2443670942413167,0.72,59.081714804334375,38.32445077223433,25
2026-09-08 18:09:30.968805,4,kelly_0.128_score_0.138,0.5139712382631598,0.12849280956578996,0.1377673443738046,0.7307692307692307,58.29673286013946,38.32445077223433,26
2026-09-08 18:10:30.968824,5,kelly_0.135_capped_by_position_limit,0.5394314807811801,0.13485787019529502,0.1745872758838578,0.7037037037037037,58.29673286013946,40.217242047406714,27
2026-09-08 18:11:30.968846,3,kelly_0.107_score_0.145,0.42894979943690337,0.10723744985922584,0.14513174647251545,0.7142857142857143,57.94160058410894,40.217242047406714,28
2026-09-08 18:12:30.968866,4,kelly_0.114_score_0.143,0.45458805002326425,0.11364701250581606,0.14272607415662014,0.7241379310344828,58.31682093472901,40.217242047406714,29
2026-09-08 18:13:30.968885,4,kelly_0.122_score_0.106,0.488635024419152,0.122158756104788,0.10553304210317993,0.7,58.31682093472901,39.206716864813345,30
2026-09-08 18:14:30.968905,5,kelly_0.109_capped_by_position_limit,0.4374274103037814,0.10935685257594535,0.19143465009698452,0.6774193548387096,58.31682093472901,39.49321106843659,31
2026-09-08 18:15:30.968926,4,kelly_0.092_score_0.175,0.3662142308557188,0.0915535577139297,0.17540185348432924,0.6875,58.109930258157256,39.49321106843659,32
2026-09-08 18:16:30.968946,3,kelly_0.099_score_0.108,0.39672267672489575,0.09918066918122394,0.1077218126874984,0.6666666666666666,58.109930258157256,40.91033123453097,33
2026-09-08 18:17:30.968965,3,kelly_0.086_score_0.142,0.3440589259909055,0.08601473149772637,0.1417969696354917,0.6764705882352942,58.67021458423078,40.91033123453097,34
2026-09-08 18:18:30.968985,4,kelly_0.093_score_0.236,0.37296701806602595,0.09324175451650649,0.23623988289499806,0.6857142857142857,59.21717078684645,40.91033123453097,35
2026-09-08 18:19:30.969004,3,kelly_0.101_score_0.136,0.40558150353905315,0.10139537588476329,0.13593428360004586,0.6666666666666666,59.21717078684645,41.58297691453312,36
2026-09-08 18:20:30.969023,3,kelly_0.091_score_0.122,0.3638041443616156,0.0909510360904039,0.12173423081368347,0.6486486486486487,59.21717078684645,42.25954013381171,37
2026-09-08 18:21:30.969044,3,kelly_0.081_score_0.173,0.32343881384941187,0.08085970346235297,0.17341791404163445,0.631578947368421,59.21717078684645,42.15228994213101,38
2026-09-08 18:22:30.969065,3,kelly_0.073_score_0.248,0.29087509257814675,0.07271877314453669,0.24784756811659012,0.6153846153846154,59.21717078684645,41.01184777739996,39
2026-09-08 18:23:30.969085,2,kelly_0.067_score_0.136,0.2690157621555603,0.06725394053889007,0.13630829072672507,0.625,59.38375645616992,41.01184777739996,40
2026-09-08 18:24:30.969108,3,kelly_0.072_score_0.201,0.28658024297160956,0.07164506074290239,0.2008203321108818,0.6341463414634146,59.25413567323446,41.01184777739996,41
2026-09-08 18:25:30.969133,3,kelly_0.077_score_0.214,0.30723380708903564,0.07680845177225891,0.21424294229930763,0.6428571428571429,59.25921802330921,41.01184777739996,42
2026-09-08 18:26:30.969154,3,kelly_0.082_score_0.136,0.3274832677239337,0.08187081693098343,0.13564563159885995,0.6511627906976745,58.778977930122664,41.01184777739996,43
2026-09-08 18:27:30.969176,4,kelly_0.086_score_0.209,0.343204025424571,0.08580100635614275,0.20923245229177895,0.6590909090909091,59.18056200747686,41.01184777739996,44
2026-09-08 18:28:30.969198,4,kelly_0.092_score_0.155,0.36878424829840817,0.09219606207460204,0.155167469907888,0.6444444444444445,59.18056200747686,41.282617574858406,45
2026-09-08 18:29:30.969220,4,kelly_0.083_score_0.195,0.3320999560961464,0.0830249890240366,0.1948458745890369,0.6304347826086957,59.18056200747686,42.08661293563987,46
2026-09-08 18:30:30.969243,3,kelly_0.073_score_0.195,0.2911062938737668,0.0727765734684417,0.1950294566141342,0.6382978723404256,59.13715613332375,42.08661293563987,47
2026-09-08 18:31:30.969266,3,kelly_0.077_score_0.180,0.3086863886953769,0.07717159717384423,0.18036620261121378,0.6458333333333334,59.02729019546178,42.08661293563987,48
2026-09-08 18:32:30.969289,3,kelly_0.081_score_0.114,0.32487860913725386,0.08121965228431346,0.11354346550816125,0.6326530612244898,59.02729019546178,41.692107588368316,49
2026-09-08 18:33:30.969312,3,kelly_0.076_score_0.225,0.3033057028350465,0.07582642570876162,0.2252953743383857,0.62,59.02729019546178,40.99347737164787,50
